"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"0","CYBINF","EQ","CYBERSPACE INFOSYS",0.01,1,"","",0,2,"INE063B01026",1480,1,296,1,"","","",0,0,0,1.5,1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CYBERSPACE"
"0","DCLPOL","EQ","CENTRAL INDIA POLYESTERS LTD",0.01,1,"","",0,10,"INE496A01020",0,0,58,1,"","","",0,0,0,15.5,10.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CIPL"
"0","DECCER","EQ","DECOLIGHT CERAMICS LTD",0.01,1,"","",0,10,"INE172I01012",4.2,1.25,70,1.25,"","","",0,0,0,1.55,1.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DECOLIGHT"
"0","DHATEC","BE","DHANUS TECHNOLOGIES LIMITED",0.01,1,"","",0,10,"INE406H01016",2.25,0.05,117.65,0.05,"","","",0,0,0,0.15,0.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DHANUS"
"0","DISPHA","EQ","DISHMAN PHARMACEUTICALS & CHEM",0.01,1,"","",0,2,"INE353G01020",347,127.95,347,16.9,"","","",0,0,0,361.4,241,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DISHMAN"
"0","EDSERV","BE","EDSERV SOFTSYSTEMS LIMITED",0.01,1,"","",0,10,"INE889J01019",17.7,2.45,307.8,2.45,"","","",0,0,0,2.55,2.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EDSERV"
"0","EICHER","BE","EICHER LIMITED",0.01,1,"","",0,10,"INE065A01023",274.9,42,274.9,6,"","","",0,0,0,278.2,251.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EICHER"
"0","ENTLIM","BE","ENTEGRA LIMITED",0.01,1,"","",0,10,"INE826A01028",4.2,2.3,38.24,2.3,"","","",0,0,0,2.9,2.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ENTEGRA"
"0","ERAINF","BE","Era INFRA ENGINEERING LIMITED",0.01,1,"","",0,2,"INE039E01020",10,1.75,243.8,1.75,"","","",0,0,0,1.55,1.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ERAINFRA"
"0","ESSSTE","EQ","ESSAR STEEL LTD",0.01,1,"","",0,10,"INE127A01021",78.2,31.1,115,2.35,"","","",0,0,0,62.2,41.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ESTL"
"0","ETCNET","EQ","ETC NETWORKS",0.01,1,"","",0,10,"INE098J01017",292.9,125,565,50.65,"","","",0,0,0,319.35,212.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ETC"
"0","FTCPO2","EQ","F T CAPITAL PROTECTION ANNUAL3",0.01,1,"","",0,10,"INF090I01064",13.75,9,273.45,7.65,"","","",0,0,0,13.3,10.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FTCPOF3YDV"
"0","GEIHAM","BE","GEI INDUSTRIAL SYSTEMS LIMITED",0.01,1,"","",0,10,"INE599B01011",15.1,4.75,239.5,4.75,"","","",0,0,0,4.6,4.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GEINDSYS"
"0","GLOALO","EQ","GRABAL ALOK IMPEX LIMITED",0.01,1,"","",0,10,"INE012D01011",39.5,15.2,138,15.2,"","","",0,0,0,24.15,16.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GRABALALK"
"0","GLOPOL","BE","GLORY POLYFILMS LTD",0.01,1,"","",0,10,"INE408H01012",1.85,0.45,204,0.45,"","","",0,0,0,0.55,0.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GLORY"
"0","GREOFF","BE","GOL OFFSHORE LIMITED",0.01,1,"","",0,10,"INE892H01017",44.6,10.05,1145,10.05,"","","",0,0,0,10.55,9.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GTOFFSHORE"
"0","GSLNOV","BE","GSL NOVA PETROCHEMICALS LIMITE",0.01,1,"","",0,5,"INE787A01022",1.8,0.7,107.95,0.7,"","","",0,0,0,1.6,1.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GSLNOVA"
"0","HERCHE","EQ","SI GROUP INDIA LIMITED",0.01,1,"","",0,10,"INE547A01012",69.9,13.9,91.4,13.37,"","","",0,0,0,76.4,62.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SIGROUPIND"
"0","HINDOR","BE","HINDUSTAN DORR-OLIVER LIMITED",0.01,1,"","",0,2,"INE551A01022",10.5,1.25,159.4,0.67,"","","",0,0,0,1.3,1.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HINDDORROL"
"0","HININK","EQ","MICRO INKS LIMITED",0.01,1,"","",0,10,"INE056A01014",754.8,139,798,83.3,"","","",0,0,0,764.65,509.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MICRO"
"0","HINLC","EQ","HIND LEVER CHEMICALS LTD",0.01,1,"","",0,10,"INE336A01010",380,167,679.9,129,"","","",0,0,0,382.45,255,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HINDLEVCHM"
"0","HUGSOF","EQ","FLEXTRONICS SOFTWARE SYSTEMS",0.01,1,"","",0,5,"INE801A01021",799,461,2438.5,125.15,"","","",0,0,0,867.6,578.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FSS"
"0","INDBUL","EQ","INDIABULLS FINANCIAL SERVICES",0.01,1,"","",0,2,"INE894F01025",345.35,176,1030,22.05,"","","",0,0,0,326.15,217.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","INDIABULLS"
"0","ISPIND","EQ","JSW ISPAT STEEL LIMITED",0.01,1,"","",0,10,"INE136A01022",12.8,6.5,87,0.5,"","","",0,0,0,11.9,8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JSWISPAT"
"0","ITCHOT","EQ","ITC HOTELS LTD",0.01,1,"","",0,10,"INE379A01010",175,91.25,225,35,"","","",0,0,0,194.2,129.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ITCHOTEL"
"0","JUMBAG","EQ","JUMBO BAG LIMITED",0.01,1,"","",0,10,"INE699D01015",7.8,3.5,0,0,"","","",0,0,0,4.55,4.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","JUMBO"
"0","KEMIND","BE","KEMROCK INDUSTRIES & EXPORTS L",0.01,1,"","",0,10,"INE990B01012",25.45,5.75,777,5.75,"","","",0,0,0,9.8,8.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KEMROCK"
"0","KINAIR","BE","KINGFISHER AIRLINES LIMITED",0.01,1,"","",0,10,"INE438H01019",6.75,2.05,334.45,2.05,"","","",0,0,0,1.35,1.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KFA"
"0","KLGSYS","BE","KLG SYSTEL LIMITED",0.01,1,"","",0,10,"INE799A01019",23.5,4,1022,4,"","","",0,0,0,4.3,3.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","KLGSYSTEL"
"0","LAKMIL","EQ","LAKSHMI MILLS COMPANY LTD",0.01,1,"","",0,100,"INE938C01019",2815,1425.05,3075,145.55,"","","",0,0,0,2827.7,1885.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LAKSHMIMIL"
"0","LANINF","EQ","LANCO INFRATECH LTD",0.01,1,"","",0,1,"INE785C01048",2.2,0.3,88.69,0.3,"","","",0,0,0,0.35,0.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LITL"
"0","MAWSUG","EQ","xyz",0.01,1,"","",0,10,"INE255G01019",79.9,23.1,85,23.1,"","","",0,0,0,33.6,22.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MAWANA"
"0","MICTEC","EQ","MICRO TECHNOLOGIES (INDIA) LTD",0.01,1,"","",0,10,"INE358B01012",6.6,2.25,192.5,2.25,"","","",0,0,0,3.75,3.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MICROTECH"
"0","MONSIN","EQ","MONSANTO INDIA LIMITED",0.01,1,"","",0,10,"INE274B01011",2942.9,1880,3767,140,"","","",0,0,0,2679.15,1786.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MONSANTO"
"0","NATSYN","EQ","IOL NETCOM LIMITED",0.01,1,"","",0,10,"INE517C01011",9.25,2.25,630,2.25,"","","",0,0,0,2.45,2.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IOLN"
"0","NICCOR","BE","NICCO CORPORATION LTD",0.01,1,"","",0,2,"INE241C01026",0.7,0.25,49.6,0.25,"","","",0,0,0,0.5,0.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NICCO"
"0","OCLIND","EQ","OCL INDIA LTD",0.01,1,"","",0,2,"INE290B01025",1624,855.3,1624,22.88,"","","",0,0,0,1086.95,724.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","OCL"
"0","PARPLA","BE","PAREKH PLATINUM LTD",0.01,1,"","",0,10,"INE598A01015",10.5,2.85,133,2.45,"","","",0,0,0,2.95,2.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PAREKHPLAT"
"0","PARPRI","BE","PARAMOUNT PRINTPACKAGING LIMIT",0.01,1,"","",0,10,"INE702L01010",1.1,0.45,38.2,0.3,"","","",0,0,0,0.9,0.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PARAPRINT"
"0","PARSUG","EQ","PARRYS SUGAR INDUSTRIES LTD",0.01,1,"","",0,10,"INE353B01021",73,31.1,374.25,6.2,"","","",0,0,0,58.65,39.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PARRYSUGAR"
"0","PATCOM","EQ","PATNI COMPUTER SYSTEMS LIMITED",0.01,1,"","",0,2,"INE660F01012",520.7,250,624.8,94,"","","",0,0,0,618.95,412.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PATNI"
"0","PRIINF","BE","PRITHVI INFORMATION SOLUTIONS",0.01,1,"","",0,10,"INE700C01013",12.3,2.85,475,2.85,"","","",0,0,0,1.3,1.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PRITHVI"
"0","PRILIM","EQ","PRICOL LIMITED NOT TRADED",0.01,1,"","",0,1,"INE605A01026",131.95,33.75,131.95,3.6,"","","",0,0,0,109.55,73.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PRICOL"
"0","RAICAL","EQ","RAIN CALCINING LTD",0.01,1,"","",0,10,"INE329A01015",82.25,31,82.25,3.1,"","","",0,0,0,80.6,53.75,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RAINCALCIN"
"0","RELENE","EQ","RELIANCE ENERGY VENTURES LTD",0.01,1,"","",0,10,"INE329H01010",48,26,48.9,26,"","","",0,0,0,39.4,26.25,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RENVL"
"0","RELGOL","EQ","RELIANCE SHARES GOLD ETF",0.01,1,"","",0,100,"INF733I01010",2777.75,2200.25,3050,922,"","","",0,0,0,3255.95,2170.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RELGOLD"
"0","RELNAT","EQ","RELIANCE NATURAL RESOURCES LIM",0.01,1,"","",0,5,"INE328H01012",76.5,36.85,248.25,16.8,"","","",0,0,0,50.7,33.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RNRL"
"0","RELPET","EQ","RELIANCE PETROLEUM LTD",0.01,1,"","",0,10,"INE475H01011",152,68.2,294.95,58.05,"","","",0,0,0,157.15,104.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","RPL"
"0","SARELE","EQ","ORG INFORMATICS LTD.",0.01,1,"","",0,10,"INE686D01012",15,5.65,125,5.65,"","","",0,0,0,11.5,7.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ORGINFO"
"0","SCISOF","EQ","SCINTILLA SFWARE TECH LTD",0.01,1,"","",0,10,"INE355B01018",0,0,179.3,0.35,"","","",0,0,0,0.9,0.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SCINTSOFT"
"0","SHPREC","EQ","SHREE PRECOATED STEELS LIMITED",0.01,1,"","",0,10,"INE318K01025",7.8,3.35,44.1,3.35,"","","",0,0,0,4.95,3.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SHPRE"
"0","SILCHE","EQ","SILTAP CHEMICALS LTD",0.01,1,"","",0,10,"INE637A01011",85,37,265.78,37,"","","",0,0,0,101.2,67.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SILTAPCHEM"
"0","SRE114","YN","9.5% SREI Equi Fin Ltd Mar 28",0.01,1,"","",0,1000,"INE872A08DJ4",0,0,1029,808,"","","",0,0,0,1188,792,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SREINFRA"
"0","SRE115","YO","0% SREI Equi Fin Ltd Mar 28",0.01,1,"","",0,1000,"INE872A08DK2",0,0,1070,918,"","","",0,0,0,1140,760,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SREINFRA"
"0","STOONE","EQ","SORIL INFRA RESOURCES LIMITED",0.01,1,"","",0,10,"INE034H01016",136,51.85,890.15,8.6,"","","",0,0,0,79.2,52.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SORILINFRA"
"0","TECSYS","BE","TECPRO SYSTEMS LIMITED",0.01,1,"","",0,10,"INE904H01010",34.2,8.8,453.8,8.8,"","","",0,0,0,6,5.5,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TECPRO"
"0","TRELIM","EQ","TREADSDIRECT LIMITED",0.01,1,"","",0,1,"INE321J01013",13.7,6.5,14.95,2.35,"","","",0,0,0,11.9,7.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TREADS"
"0","TRIFI","EQ","TRICOM INDIA LIMITED",0.01,1,"","",0,2,"INE771B01032",2.5,0.45,51.6,0.45,"","","",0,0,0,0.55,0.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TRICOM"
"0","TV18","EQ","TELEVISION EIGHTEEN INDIA LTD",0.01,1,"","",0,5,"INE889A01026",101.85,60,756.77,42.95,"","","",0,0,0,74.5,49.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TV-18"
"0","TWILIT","BE","TWILIGHT LITAKA PHARMA LIMITED",0.01,1,"","",0,5,"INE783B01029",7.25,3.2,204,2,"","","",0,0,0,4.55,4.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TWILITAKA"
"0","USHAGR","BE","USHER AGRO LIMITED",0.01,1,"","",0,10,"INE235G01011",6.05,1.3,162.4,1.3,"","","",0,0,0,1.5,1.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","USHERAGRO"
"0","VIJBAN","EQ","VIJAYA BANK",0.01,1,"","",0,10,"INE705A01016",66,38.4,115.35,6,"","","",0,0,0,55.25,36.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VIJAYABANK"
"0","VIKMET","BE","VIKASH METAL AND POWER LTD",0.01,1,"","",0,10,"INE158H01013",13.4,4.4,53.35,4.4,"","","",0,0,0,4.85,4.05,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VIKASHMET"
"0","VINCAR","BE","VINTAGE CARDS & CREATIONS LTD",0.01,1,"","",0,10,"INE810A01022",112.7,11,393.3,4.25,"","","",0,0,0,31,20.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VINCARDS"
"0","VISEXP","EQ","VISHAL EXPORTS",0.01,1,"","",0,1,"INE167C01023",2,0.65,11.9,0.65,"","","",0,0,0,1.1,0.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VISHALEXPO"
"0","VISUAL","EQ","VISUALSOFT TECHNOLOGIES LTD",0.01,1,"","",0,10,"INE755A01011",127.4,58.4,3505.67,57,"","","",0,0,0,95.95,64,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VISUALSOFT"
"0","VITCOM","EQ","VITAL COMMUNICATIONS LTD",0.01,1,"","",0,10,"INE377B01012",0,0,67.35,3,"","","",0,0,0,7.3,4.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","VITALCOMM"
"0","WARNSD","EQ","WARTSILA NSD INDIA LTD",0.01,1,"","",0,10,"INE057A01012",629,250,629,60,"","","",0,0,0,733.8,489.2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","WARTSILA"
"0","WOCLIF","EQ","CAROL INFO SERVICES LTD",0.01,1,"","",0,10,"INE198A01014",247,130.05,1121.05,8.85,"","","",0,0,0,194.4,129.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CAROLINFO"
"0","ZANREA","EQ","ZANDU REALTY LIMITED",0.01,1,"","",0,100,"INE719A01017",2689.95,1111,24687,600,"","","",0,0,0,2092.25,1711.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ZANDUREALT"
"00","APLAB","BE","APLAB LTD",0.01,1,"","",0,10,"INE273A01015",50,21.95,51,18.05,"","","",0,0,0,32.55,29.45,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","APLAB"
"00","BPLREF","BE","B.S. REFRIGERATORS LTD.",0.01,1,"","",0,10,"INE313A01019",5.5,1.65,34.5,1,"","","",0,0,0,3,2,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","BPLREFRIG"
"00","CREBOS","BE","CREW BOS PRODUCTS LTD",0.01,1,"","",0,10,"INE514G01019",29.45,4.05,294.9,4.05,"","","",0,0,0,5.7,4.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CREWBOS"
"00","DABPHA","EQ","FRESENIUS KABI ONCOLOGY LIMITE",0.01,1,"","",0,1,"INE575G01010",154,94.35,194,27,"","","",0,0,0,159,106,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","FKONCO"
"00","DECCHR","BE","DECCAN CHRONICLE HOLDINGS LTD",0.01,1,"","",0,2,"INE137G01027",56.6,4.8,270.9,4.8,"","","",0,0,0,5.9,5.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","DCHL"
"00","EXCCRO","EQ","EXCEL CROP CARE LTD",0.01,1,"","",0,5,"INE223G01017",4539.9,2490,4922.4,58.4,"","","",0,0,0,3833,2555.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","EXCELCROP"
"00","GEOWIL","BE","WILLIAMSON TEA ASSAM LIMITED",0.01,1,"","",0,10,"INE222A01012",428,133.8,428,46.2,"","","",0,0,0,343.7,229.15,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GEORGWILIM"
